country;year;sex;age;suicides_no;population;suicides/100k pop; gdp_for_year ($) ;gdp_per_capita ($);generation
Israel;2003;male;75+ years;28;120134;2331;126,8650000;21133;Silent
Israel;2003;male;55-74 years;70;393481;1779;126,8650000;21133;Silent
Israel;2003;male;35-54 years;125;739587;169;126,8650000;21133;Boomers
Israel;2003;male;25-34 years;57;509736;1118;126,8650000;21133;Generation X
Israel;2003;male;15-24 years;62;566251;1095;126,8650000;21133;Millenials
Israel;2003;female;75+ years;10;178813;559;126,8650000;21133;Silent
Israel;2003;female;55-74 years;24;457426;525;126,8650000;21133;Silent
Israel;2003;female;35-54 years;25;779552;321;126,8650000;21133;Boomers
Israel;2003;female;25-34 years;8;503837;159;126,8650000;21133;Generation X
Israel;2003;female;15-24 years;5;544294;92;126,8650000;21133;Millenials
Israel;2003;male;5-14 years;3;620511;48;126,8650000;21133;Millenials
Israel;2003;female;5-14 years;0;589505;0;126,8650000;21133;Millenials
Israel;2004;male;75+ years;30;123028;2438;135,4450000;22168;Silent
Israel;2004;male;55-74 years;65;407467;1595;135,4450000;22168;Silent
Israel;2004;male;25-34 years;66;520746;1267;135,4450000;22168;Generation X
Israel;2004;male;35-54 years;90;749833;12;135,4450000;22168;Boomers
Israel;2004;male;15-24 years;68;570981;1191;135,4450000;22168;Millenials
Israel;2004;female;75+ years;16;183915;87;135,4450000;22168;Silent
Israel;2004;female;55-74 years;18;471206;382;135,4450000;22168;Silent
Israel;2004;female;35-54 years;30;788499;38;135,4450000;22168;Boomers
Israel;2004;female;25-34 years;14;514416;272;135,4450000;22168;Generation X
Israel;2004;female;15-24 years;11;548642;2;135,4450000;22168;Millenials
Israel;2004;female;5-14 years;2;599789;33;135,4450000;22168;Millenials
Israel;2004;male;5-14 years;1;631409;16;135,4450000;22168;Millenials
Israel;2005;male;75+ years;35;126420;2769;142,4630000;22901;Silent
Israel;2005;male;55-74 years;52;422405;1231;142,4630000;22901;Silent
Israel;2005;male;35-54 years;93;761176;1222;142,4630000;22901;Boomers
Israel;2005;female;75+ years;23;188969;1217;142,4630000;22901;Silent
Israel;2005;male;15-24 years;66;576279;1145;142,4630000;22901;Millenials
Israel;2005;male;25-34 years;56;529472;1058;142,4630000;22901;Generation X
Israel;2005;female;55-74 years;26;486213;535;142,4630000;22901;Silent
Israel;2005;female;35-54 years;42;798431;526;142,4630000;22901;Boomers
Israel;2005;female;25-34 years;16;523192;306;142,4630000;22901;Generation X
Israel;2005;female;15-24 years;13;553467;235;142,4630000;22901;Millenials
Israel;2005;male;5-14 years;2;643592;31;142,4630000;22901;Millenials
Israel;2005;female;5-14 years;1;611245;16;142,4630000;22901;Millenials
Israel;2006;male;75+ years;22;129698;1696;153,9670000;24306;Silent
Israel;2006;male;55-74 years;61;439413;1388;153,9670000;24306;Silent
Israel;2006;male;35-54 years;84;773099;1087;153,9670000;24306;Boomers
Israel;2006;male;15-24 years;61;582025;1048;153,9670000;24306;Millenials
Israel;2006;male;25-34 years;51;535920;952;153,9670000;24306;Generation X
Israel;2006;female;75+ years;13;193121;673;153,9670000;24306;Silent
Israel;2006;female;35-54 years;31;808874;383;153,9670000;24306;Boomers
Israel;2006;female;15-24 years;18;558626;322;153,9670000;24306;Millenials
Israel;2006;female;55-74 years;15;503743;298;153,9670000;24306;Silent
Israel;2006;female;25-34 years;10;529943;189;153,9670000;24306;Generation X
Israel;2006;female;5-14 years;1;623474;16;153,9670000;24306;Millenials
Israel;2006;male;5-14 years;0;656549;0;153,9670000;24306;Millenials
Israel;2007;male;75+ years;29;132434;219;178,7070000;27712;Silent
Israel;2007;male;55-74 years;50;456922;1094;178,7070000;27712;Silent
Israel;2007;male;35-54 years;85;785826;1082;178,7070000;27712;Boomers
Israel;2007;male;25-34 years;51;541856;941;178,7070000;27712;Generation X
Israel;2007;male;15-24 years;45;587792;766;178,7070000;27712;Millenials
Israel;2007;female;75+ years;7;196820;356;178,7070000;27712;Silent
Israel;2007;female;35-54 years;23;819830;281;178,7070000;27712;Boomers
Israel;2007;female;55-74 years;13;521935;249;178,7070000;27712;Silent
Israel;2007;female;25-34 years;10;536280;186;178,7070000;27712;Generation X
Israel;2007;female;15-24 years;10;564137;177;178,7070000;27712;Millenials
Israel;2007;male;5-14 years;3;669312;45;178,7070000;27712;Generation Z
Israel;2007;female;5-14 years;0;635670;0;178,7070000;27712;Generation Z
Israel;2008;male;75+ years;43;135142;3182;215,8400000;32874;Silent
Israel;2008;male;55-74 years;62;474005;1308;215,8400000;32874;Silent
Israel;2008;male;15-24 years;65;592791;1097;215,8400000;32874;Millenials
Israel;2008;male;35-54 years;80;799582;1001;215,8400000;32874;Boomers
Israel;2008;male;25-34 years;42;548741;765;215,8400000;32874;Generation X
Israel;2008;female;75+ years;11;200835;548;215,8400000;32874;Silent
Israel;2008;female;55-74 years;15;539561;278;215,8400000;32874;Silent
Israel;2008;female;25-34 years;11;543016;203;215,8400000;32874;Generation X
Israel;2008;female;35-54 years;14;831482;168;215,8400000;32874;Boomers
Israel;2008;female;15-24 years;7;569127;123;215,8400000;32874;Millenials
Israel;2008;female;5-14 years;2;648707;31;215,8400000;32874;Generation Z
Israel;2008;male;5-14 years;2;682613;29;215,8400000;32874;Generation Z
Israel;2009;male;75+ years;23;141368;1627;207,4190000;30812;Silent
Israel;2009;male;55-74 years;77;499108;1543;207,4190000;30812;Silent
Israel;2009;male;25-34 years;67;557283;1202;207,4190000;30812;Generation X
Israel;2009;male;35-54 years;91;836965;1087;207,4190000;30812;Boomers
Israel;2009;male;15-24 years;48;597179;804;207,4190000;30812;Millenials
Israel;2009;female;55-74 years;22;562448;391;207,4190000;30812;Silent
Israel;2009;female;75+ years;8;208438;384;207,4190000;30812;Silent
Israel;2009;female;35-54 years;32;866442;369;207,4190000;30812;Boomers
Israel;2009;female;25-34 years;18;555764;324;207,4190000;30812;Generation X
Israel;2009;female;15-24 years;13;573738;227;207,4190000;30812;Millenials
Israel;2009;male;5-14 years;4;683070;59;207,4190000;30812;Generation Z
Israel;2009;female;5-14 years;1;650032;15;207,4190000;30812;Generation Z
Israel;2010;male;75+ years;40;145554;2748;233,6100000;34104;Silent
Israel;2010;male;55-74 years;93;515880;1803;233,6100000;34104;Silent
Israel;2010;male;35-54 years;119;854628;1392;233,6100000;34104;Generation X
Israel;2010;male;25-34 years;77;561408;1372;233,6100000;34104;Generation X
Israel;2010;male;15-24 years;63;600681;1049;233,6100000;34104;Millenials
Israel;2010;female;75+ years;9;213458;422;233,6100000;34104;Silent
Israel;2010;female;55-74 years;22;580202;379;233,6100000;34104;Silent
Israel;2010;female;35-54 years;33;882268;374;233,6100000;34104;Generation X
Israel;2010;female;15-24 years;10;576967;173;233,6100000;34104;Millenials
Israel;2010;female;25-34 years;9;559584;161;233,6100000;34104;Generation X
Israel;2010;female;5-14 years;3;662543;45;233,6100000;34104;Generation Z
Israel;2010;male;5-14 years;2;696652;29;233,6100000;34104;Generation Z
Israel;2011;male;75+ years;44;150875;2916;261,6290000;37528;Silent
Israel;2011;male;55-74 years;80;532080;1504;261,6290000;37528;Boomers
Israel;2011;male;35-54 years;111;872269;1273;261,6290000;37528;Generation X
Israel;2011;male;25-34 years;45;560802;802;261,6290000;37528;Millenials
Israel;2011;male;15-24 years;41;605530;677;261,6290000;37528;Millenials
Israel;2011;female;55-74 years;30;598715;501;261,6290000;37528;Boomers
Israel;2011;female;75+ years;7;220868;317;261,6290000;37528;Silent
Israel;2011;female;25-34 years;16;559719;286;261,6290000;37528;Millenials
Israel;2011;female;35-54 years;22;899777;245;261,6290000;37528;Generation X
Israel;2011;female;15-24 years;12;583108;206;261,6290000;37528;Millenials
Israel;2011;male;5-14 years;1;712716;14;261,6290000;37528;Generation Z
Israel;2011;female;5-14 years;0;675036;0;261,6290000;37528;Generation Z
Israel;2012;male;75+ years;33;154818;2132;257,2970000;36263;Silent
Israel;2012;male;55-74 years;93;546015;1703;257,2970000;36263;Boomers
Israel;2012;male;35-54 years;131;890948;147;257,2970000;36263;Generation X
Israel;2012;male;25-34 years;57;568580;1002;257,2970000;36263;Millenials
Israel;2012;male;15-24 years;32;614618;521;257,2970000;36263;Millenials
Israel;2012;female;75+ years;9;224319;401;257,2970000;36263;Silent
Israel;2012;female;55-74 years;24;612293;392;257,2970000;36263;Boomers
Israel;2012;female;25-34 years;17;566255;3;257,2970000;36263;Millenials
Israel;2012;female;15-24 years;13;589147;221;257,2970000;36263;Millenials
Israel;2012;female;35-54 years;18;916404;196;257,2970000;36263;Generation X
Israel;2012;male;5-14 years;3;723667;41;257,2970000;36263;Generation Z
Israel;2012;female;5-14 years;0;688296;0;257,2970000;36263;Generation Z
Israel;2013;male;75+ years;34;160074;2124;292,4890000;40477;Silent
Israel;2013;male;55-74 years;71;560632;1266;292,4890000;40477;Boomers
Israel;2013;male;35-54 years;102;907964;1123;292,4890000;40477;Generation X
Israel;2013;male;25-34 years;47;574069;819;292,4890000;40477;Millenials
Israel;2013;female;75+ years;12;230693;52;292,4890000;40477;Silent
Israel;2013;male;15-24 years;30;623751;481;292,4890000;40477;Millenials
Israel;2013;female;55-74 years;23;627505;367;292,4890000;40477;Boomers
Israel;2013;female;35-54 years;26;932764;279;292,4890000;40477;Generation X
Israel;2013;female;25-34 years;15;571000;263;292,4890000;40477;Millenials
Israel;2013;male;5-14 years;7;737875;95;292,4890000;40477;Generation Z
Israel;2013;female;15-24 years;5;597664;84;292,4890000;40477;Millenials
Israel;2013;female;5-14 years;0;702017;0;292,4890000;40477;Generation Z
Israel;2014;male;75+ years;32;164959;194;308,4170000;41869;Silent
Israel;2014;male;35-54 years;125;925543;1351;308,4170000;41869;Generation X
Israel;2014;male;55-74 years;54;577076;936;308,4170000;41869;Boomers
Israel;2014;male;25-34 years;41;580208;707;308,4170000;41869;Millenials
Israel;2014;male;15-24 years;35;633544;552;308,4170000;41869;Millenials
Israel;2014;female;75+ years;11;236381;465;308,4170000;41869;Silent
Israel;2014;female;55-74 years;24;645102;372;308,4170000;41869;Boomers
Israel;2014;female;35-54 years;29;949566;305;308,4170000;41869;Generation X
Israel;2014;female;25-34 years;13;576407;226;308,4170000;41869;Millenials
Israel;2014;female;15-24 years;10;607031;165;308,4170000;41869;Millenials
Israel;2014;male;5-14 years;7;753317;93;308,4170000;41869;Generation Z
Israel;2014;female;5-14 years;1;717118;14;308,4170000;41869;Generation Z
Israel;2015;male;75+ years;30;168826;1777;299,0940000;39793;Silent
Israel;2015;male;55-74 years;65;595247;1092;299,0940000;39793;Boomers
Israel;2015;male;35-54 years;92;944406;974;299,0940000;39793;Generation X
Israel;2015;male;25-34 years;45;586251;768;299,0940000;39793;Millenials
Israel;2015;female;75+ years;14;241083;581;299,0940000;39793;Silent
Israel;2015;male;15-24 years;35;644674;543;299,0940000;39793;Millenials
Israel;2015;female;55-74 years;17;664823;256;299,0940000;39793;Boomers
Israel;2015;female;25-34 years;13;581972;223;299,0940000;39793;Millenials
Israel;2015;female;35-54 years;20;967412;207;299,0940000;39793;Generation X
Israel;2015;female;15-24 years;8;617440;13;299,0940000;39793;Millenials
Israel;2015;male;5-14 years;2;770443;26;299,0940000;39793;Generation Z
Israel;2015;female;5-14 years;1;733603;14;299,0940000;39793;Generation Z
Italy;1985;male;75+ years;542;1107700;4893;450,7260000;8329;G.I. Generation
Italy;1985;male;55-74 years;1307;4991500;2618;450,7260000;8329;G.I. Generation
Italy;1985;male;35-54 years;902;7267900;1241;450,7260000;8329;Silent
Italy;1985;female;75+ years;239;1961500;1218;450,7260000;8329;G.I. Generation
Italy;1985;female;55-74 years;596;6003500;993;450,7260000;8329;G.I. Generation
Italy;1985;male;25-34 years;361;3973800;908;450,7260000;8329;Boomers
Italy;1985;male;15-24 years;249;4770000;522;450,7260000;8329;Generation X
Italy;1985;female;35-54 years;382;7478700;511;450,7260000;8329;Silent
Italy;1985;female;25-34 years;106;3946700;269;450,7260000;8329;Boomers
Italy;1985;female;15-24 years;60;4613300;13;450,7260000;8329;Generation X
Italy;1985;male;5-14 years;10;4101400;24;450,7260000;8329;Generation X
Italy;1985;female;5-14 years;5;3898700;13;450,7260000;8329;Generation X
Italy;1986;male;75+ years;568;1149900;494;638,2740000;11762;G.I. Generation
Italy;1986;male;55-74 years;1164;5048400;2306;638,2740000;11762;G.I. Generation
Italy;1986;male;35-54 years;929;7275300;1277;638,2740000;11762;Silent
Italy;1986;female;75+ years;247;2035300;1214;638,2740000;11762;G.I. Generation
Italy;1986;female;55-74 years;582;6059000;961;638,2740000;11762;G.I. Generation
Italy;1986;male;25-34 years;380;4047500;939;638,2740000;11762;Boomers
Italy;1986;female;35-54 years;397;7477000;531;638,2740000;11762;Silent
Italy;1986;male;15-24 years;237;4797900;494;638,2740000;11762;Generation X
Italy;1986;female;25-34 years;97;4009600;242;638,2740000;11762;Boomers
Italy;1986;female;15-24 years;72;4637000;155;638,2740000;11762;Generation X
Italy;1986;male;5-14 years;15;3963900;38;638,2740000;11762;Generation X
Italy;1986;female;5-14 years;3;3766700;8;638,2740000;11762;Generation X
Italy;1987;male;75+ years;563;1195000;4711;803,0550000;14756;G.I. Generation
Italy;1987;male;55-74 years;1146;5097300;2248;803,0550000;14756;G.I. Generation
Italy;1987;male;35-54 years;873;7292700;1197;803,0550000;14756;Silent
Italy;1987;female;75+ years;248;2115000;1173;803,0550000;14756;G.I. Generation
Italy;1987;male;25-34 years;425;4142000;1026;803,0550000;14756;Boomers
Italy;1987;female;55-74 years;496;6102400;813;803,0550000;14756;G.I. Generation
Italy;1987;male;15-24 years;245;4807700;51;803,0550000;14756;Generation X
Italy;1987;female;35-54 years;343;7483400;458;803,0550000;14756;Silent
Italy;1987;female;25-34 years;99;4091900;242;803,0550000;14756;Boomers
Italy;1987;female;15-24 years;63;4637300;136;803,0550000;14756;Generation X
Italy;1987;male;5-14 years;11;3826100;29;803,0550000;14756;Generation X
Italy;1987;female;5-14 years;4;3633300;11;803,0550000;14756;Generation X
Italy;1988;male;75+ years;591;1245700;4744;888,6680000;16282;G.I. Generation
Italy;1988;male;55-74 years;1073;5146300;2085;888,6680000;16282;G.I. Generation
Italy;1988;female;75+ years;244;2202900;1108;888,6680000;16282;G.I. Generation
Italy;1988;male;35-54 years;799;7314800;1092;888,6680000;16282;Silent
Italy;1988;male;25-34 years;385;4245400;907;888,6680000;16282;Boomers
Italy;1988;female;55-74 years;512;6141600;834;888,6680000;16282;G.I. Generation
Italy;1988;male;15-24 years;237;4790900;495;888,6680000;16282;Generation X
Italy;1988;female;35-54 years;346;7494900;462;888,6680000;16282;Silent
Italy;1988;female;25-34 years;115;4184700;275;888,6680000;16282;Boomers
Italy;1988;female;15-24 years;65;4613100;141;888,6680000;16282;Generation X
Italy;1988;male;5-14 years;10;3694100;27;888,6680000;16282;Generation X
Italy;1988;female;5-14 years;4;3505300;11;888,6680000;16282;Generation X
Italy;1989;male;75+ years;564;1292300;4364;925,5980000;16922;G.I. Generation
Italy;1989;male;55-74 years;1048;5201300;2015;925,5980000;16922;G.I. Generation
Italy;1989;male;35-54 years;826;7341100;1125;925,5980000;16922;Silent
Italy;1989;male;25-34 years;433;4358200;994;925,5980000;16922;Boomers
Italy;1989;female;75+ years;217;2285500;949;925,5980000;16922;G.I. Generation
Italy;1989;female;55-74 years;462;6186700;747;925,5980000;16922;G.I. Generation
Italy;1989;male;15-24 years;243;4742000;512;925,5980000;16922;Generation X
Italy;1989;female;35-54 years;321;7512800;427;925,5980000;16922;Silent
Italy;1989;female;25-34 years;138;4287600;322;925,5980000;16922;Boomers
Italy;1989;female;15-24 years;73;4561200;16;925,5980000;16922;Generation X
Italy;1989;male;5-14 years;10;3556100;28;925,5980000;16922;Generation X
Italy;1989;female;5-14 years;7;3372400;21;925,5980000;16922;Generation X
Italy;1990;male;75+ years;670;1332200;5029;1177,3300000;21472;G.I. Generation
Italy;1990;male;55-74 years;980;5266600;1861;1177,3300000;21472;G.I. Generation
Italy;1990;male;35-54 years;802;7381900;1086;1177,3300000;21472;Silent
Italy;1990;male;25-34 years;443;4477900;989;1177,3300000;21472;Boomers
Italy;1990;female;75+ years;224;2358600;95;1177,3300000;21472;G.I. Generation
Italy;1990;female;55-74 years;452;6242800;724;1177,3300000;21472;G.I. Generation
Italy;1990;male;15-24 years;275;4678600;588;1177,3300000;21472;Generation X
Italy;1990;female;35-54 years;317;7539900;42;1177,3300000;21472;Silent
Italy;1990;female;25-34 years;132;4391200;301;1177,3300000;21472;Boomers
Italy;1990;female;15-24 years;90;4489200;2;1177,3300000;21472;Generation X
Italy;1990;male;5-14 years;11;3426400;32;1177,3300000;21472;Generation X
Italy;1990;female;5-14 years;6;3246400;18;1177,3300000;21472;Generation X
Italy;1991;male;75+ years;572;1366000;4187;1242,1100000;22805;G.I. Generation
Italy;1991;male;55-74 years;1074;5315200;2021;1242,1100000;22805;Silent
Italy;1991;male;35-54 years;846;7373100;1147;1242,1100000;22805;Boomers
Italy;1991;male;25-34 years;448;4481000;10;1242,1100000;22805;Boomers
Italy;1991;female;75+ years;231;2399000;963;1242,1100000;22805;G.I. Generation
Italy;1991;female;55-74 years;466;6274000;743;1242,1100000;22805;Silent
Italy;1991;male;15-24 years;258;4561100;566;1242,1100000;22805;Generation X
Italy;1991;female;35-54 years;336;7520300;447;1242,1100000;22805;Boomers
Italy;1991;female;25-34 years;142;4401300;323;1242,1100000;22805;Boomers
Italy;1991;female;15-24 years;70;4385100;16;1242,1100000;22805;Generation X
Italy;1991;male;5-14 years;8;3279400;24;1242,1100000;22805;Millenials
Italy;1991;female;5-14 years;2;3110000;6;1242,1100000;22805;Millenials
Italy;1992;male;75+ years;564;1396003;404;1315,8100000;24297;G.I. Generation
Italy;1992;male;55-74 years;1062;5390861;197;1315,8100000;24297;Silent
Italy;1992;male;35-54 years;917;7406251;1238;1315,8100000;24297;Boomers
Italy;1992;male;25-34 years;486;4431281;1097;1315,8100000;24297;Boomers
Italy;1992;female;75+ years;209;2409548;867;1315,8100000;24297;G.I. Generation
Italy;1992;female;55-74 years;466;6301632;739;1315,8100000;24297;Silent
Italy;1992;male;15-24 years;298;4455004;669;1315,8100000;24297;Generation X
Italy;1992;female;35-54 years;338;7543046;448;1315,8100000;24297;Boomers
Italy;1992;female;25-34 years;111;4384585;253;1315,8100000;24297;Boomers
Italy;1992;female;15-24 years;77;4305903;179;1315,8100000;24297;Generation X
Italy;1992;male;5-14 years;12;3132377;38;1315,8100000;24297;Millenials
Italy;1992;female;5-14 years;3;2998407;1;1315,8100000;24297;Millenials
Italy;1993;male;75+ years;604;1367777;4416;1061,4500000;19605;G.I. Generation
Italy;1993;male;55-74 years;1104;5512083;2003;1061,4500000;19605;Silent
Italy;1993;male;35-54 years;957;7434885;1287;1061,4500000;19605;Boomers
Italy;1993;male;25-34 years;527;4493066;1173;1061,4500000;19605;Boomers
Italy;1993;female;75+ years;208;2384415;872;1061,4500000;19605;G.I. Generation
Italy;1993;female;55-74 years;471;6444430;731;1061,4500000;19605;Silent
Italy;1993;male;15-24 years;304;4351566;699;1061,4500000;19605;Generation X
Italy;1993;female;35-54 years;303;7566353;4;1061,4500000;19605;Boomers
Italy;1993;female;25-34 years;130;4440463;293;1061,4500000;19605;Boomers
Italy;1993;female;15-24 years;59;4203518;14;1061,4500000;19605;Generation X
Italy;1993;male;5-14 years;20;3037771;66;1061,4500000;19605;Millenials
Italy;1993;female;5-14 years;10;2904196;34;1061,4500000;19605;Millenials
Italy;1994;male;75+ years;585;1330197;4398;1095,5900000;20235;G.I. Generation
Italy;1994;male;55-74 years;1065;5661170;1881;1095,5900000;20235;Silent
Italy;1994;male;25-34 years;543;4550652;1193;1095,5900000;20235;Boomers
Italy;1994;male;35-54 years;883;7443880;1186;1095,5900000;20235;Boomers
Italy;1994;female;75+ years;215;2347862;916;1095,5900000;20235;G.I. Generation
Italy;1994;male;15-24 years;313;4240786;738;1095,5900000;20235;Generation X
Italy;1994;female;55-74 years;397;6614346;6;1095,5900000;20235;Silent
Italy;1994;female;35-54 years;291;7570722;384;1095,5900000;20235;Boomers
Italy;1994;female;25-34 years;140;4490477;312;1095,5900000;20235;Boomers
Italy;1994;female;15-24 years;72;4097424;176;1095,5900000;20235;Generation X
Italy;1994;male;5-14 years;22;2964838;74;1095,5900000;20235;Millenials
Italy;1994;female;5-14 years;10;2830695;35;1095,5900000;20235;Millenials
Italy;1995;male;75+ years;591;1323292;4466;1170,7900000;21625;G.I. Generation
Italy;1995;male;55-74 years;1078;5785158;1863;1170,7900000;21625;Silent
Italy;1995;male;35-54 years;960;7461480;1287;1170,7900000;21625;Boomers
Italy;1995;male;25-34 years;488;4594021;1062;1170,7900000;21625;Generation X
Italy;1995;female;75+ years;199;2353354;846;1170,7900000;21625;G.I. Generation
Italy;1995;male;15-24 years;298;4104367;726;1170,7900000;21625;Generation X
Italy;1995;female;55-74 years;445;6746565;66;1170,7900000;21625;Silent
Italy;1995;female;35-54 years;310;7583976;409;1170,7900000;21625;Boomers
Italy;1995;female;25-34 years;120;4531265;265;1170,7900000;21625;Generation X
Italy;1995;female;15-24 years;64;3966396;161;1170,7900000;21625;Generation X
Italy;1995;male;5-14 years;15;2912542;52;1170,7900000;21625;Millenials
Italy;1995;female;5-14 years;1;2778756;4;1170,7900000;21625;Millenials
Italy;1996;male;75+ years;536;1386235;3867;1308,9300000;24172;G.I. Generation
Italy;1996;male;55-74 years;1102;5838953;1887;1308,9300000;24172;Silent
Italy;1996;male;35-54 years;978;7486619;1306;1308,9300000;24172;Boomers
Italy;1996;male;25-34 years;520;4616462;1126;1308,9300000;24172;Generation X
Italy;1996;female;75+ years;228;2461140;926;1308,9300000;24172;G.I. Generation
Italy;1996;male;15-24 years;310;3971830;78;1308,9300000;24172;Generation X
Italy;1996;female;55-74 years;468;6779489;69;1308,9300000;24172;Silent
Italy;1996;female;35-54 years;328;7604043;431;1308,9300000;24172;Boomers
Italy;1996;female;25-34 years;136;4549138;299;1308,9300000;24172;Generation X
Italy;1996;female;15-24 years;65;3838994;169;1308,9300000;24172;Generation X
Italy;1996;male;5-14 years;12;2876055;42;1308,9300000;24172;Millenials
Italy;1996;female;5-14 years;6;2741374;22;1308,9300000;24172;Millenials
Italy;1997;male;75+ years;597;1445925;4129;1239,0500000;22869;G.I. Generation
Italy;1997;male;55-74 years;1185;5857550;2023;1239,0500000;22869;Silent
Italy;1997;male;35-54 years;910;7563091;1203;1239,0500000;22869;Boomers
Italy;1997;male;25-34 years;524;4630632;1132;1239,0500000;22869;Generation X
Italy;1997;male;15-24 years;326;3834091;85;1239,0500000;22869;Generation X
Italy;1997;female;75+ years;207;2568613;806;1239,0500000;22869;G.I. Generation
Italy;1997;female;55-74 years;407;6774055;601;1239,0500000;22869;Silent
Italy;1997;female;35-54 years;302;7677844;393;1239,0500000;22869;Boomers
Italy;1997;female;25-34 years;157;4559846;344;1239,0500000;22869;Generation X
Italy;1997;female;15-24 years;68;3706781;183;1239,0500000;22869;Generation X
Italy;1997;female;5-14 years;6;2712631;22;1239,0500000;22869;Millenials
Italy;1997;male;5-14 years;5;2850418;18;1239,0500000;22869;Millenials
Italy;1998;male;75+ years;646;1503452;4297;1266,3100000;23342;G.I. Generation
Italy;1998;male;55-74 years;1085;5869648;1848;1266,3100000;23342;Silent
Italy;1998;male;25-34 years;544;4629539;1175;1266,3100000;23342;Generation X
Italy;1998;male;35-54 years;884;7651146;1155;1266,3100000;23342;Boomers
Italy;1998;male;15-24 years;276;3704279;745;1266,3100000;23342;Generation X
Italy;1998;female;75+ years;194;2671515;726;1266,3100000;23342;G.I. Generation
Italy;1998;female;55-74 years;380;6760988;562;1266,3100000;23342;Silent
Italy;1998;female;35-54 years;298;7764523;384;1266,3100000;23342;Boomers
Italy;1998;female;25-34 years;116;4556072;255;1266,3100000;23342;Generation X
Italy;1998;female;15-24 years;67;3582085;187;1266,3100000;23342;Generation X
Italy;1998;male;5-14 years;13;2849559;46;1266,3100000;23342;Millenials
Italy;1998;female;5-14 years;1;2707786;4;1266,3100000;23342;Millenials
Italy;1999;male;75+ years;539;1560919;3453;1248,5600000;23002;G.I. Generation
Italy;1999;male;55-74 years;1009;5872907;1718;1248,5600000;23002;Silent
Italy;1999;male;35-54 years;833;7755269;1074;1248,5600000;23002;Boomers
Italy;1999;male;25-34 years;481;4605442;1044;1248,5600000;23002;Generation X
Italy;1999;male;15-24 years;240;3575658;671;1248,5600000;23002;Generation X
Italy;1999;female;75+ years;179;2766417;647;1248,5600000;23002;G.I. Generation
Italy;1999;female;55-74 years;366;6744737;543;1248,5600000;23002;Silent
Italy;1999;female;35-54 years;280;7867989;356;1248,5600000;23002;Boomers
Italy;1999;female;25-34 years;123;4534428;271;1248,5600000;23002;Generation X
Italy;1999;female;15-24 years;57;3454363;165;1248,5600000;23002;Generation X
Italy;1999;female;5-14 years;5;2700025;19;1248,5600000;23002;Millenials
Italy;1999;male;5-14 years;3;2842373;11;1248,5600000;23002;Millenials
Italy;2000;male;75+ years;557;1616673;3445;1141,7600000;21027;G.I. Generation
Italy;2000;male;55-74 years;893;5873893;152;1141,7600000;21027;Silent
Italy;2000;male;35-54 years;914;7894559;1158;1141,7600000;21027;Boomers
Italy;2000;male;25-34 years;459;4551214;1009;1141,7600000;21027;Generation X
Italy;2000;female;75+ years;217;2855907;76;1141,7600000;21027;G.I. Generation
Italy;2000;male;15-24 years;230;3445970;667;1141,7600000;21027;Generation X
Italy;2000;female;55-74 years;339;6724867;504;1141,7600000;21027;Silent
Italy;2000;female;35-54 years;313;8005044;391;1141,7600000;21027;Boomers
Italy;2000;female;25-34 years;124;4486391;276;1141,7600000;21027;Generation X
Italy;2000;female;15-24 years;51;3324191;153;1141,7600000;21027;Generation X
Italy;2000;male;5-14 years;9;2832205;32;1141,7600000;21027;Millenials
Italy;2000;female;5-14 years;2;2688032;7;1141,7600000;21027;Millenials
Italy;2001;male;75+ years;560;1675192;3343;1162,3200000;21392;Silent
Italy;2001;male;55-74 years;916;5867231;1561;1162,3200000;21392;Silent
Italy;2001;male;35-54 years;890;8038314;1107;1162,3200000;21392;Boomers
Italy;2001;male;25-34 years;457;4489621;1018;1162,3200000;21392;Generation X
Italy;2001;male;15-24 years;216;3335758;648;1162,3200000;21392;Millenials
Italy;2001;female;75+ years;178;2950086;603;1162,3200000;21392;Silent
Italy;2001;female;55-74 years;358;6692631;535;1162,3200000;21392;Silent
Italy;2001;female;35-54 years;300;8147857;368;1162,3200000;21392;Boomers
Italy;2001;female;25-34 years;99;4430014;223;1162,3200000;21392;Generation X
Italy;2001;female;15-24 years;42;3212330;131;1162,3200000;21392;Millenials
Italy;2001;male;5-14 years;11;2820719;39;1162,3200000;21392;Millenials
Italy;2001;female;5-14 years;3;2674091;11;1162,3200000;21392;Millenials
Italy;2002;male;75+ years;562;1761131;3191;1266,5100000;23227;Silent
Italy;2002;male;55-74 years;945;5974353;1582;1266,5100000;23227;Silent
Italy;2002;male;35-54 years;949;8173149;1161;1266,5100000;23227;Boomers
Italy;2002;male;25-34 years;475;4396666;108;1266,5100000;23227;Generation X
Italy;2002;male;15-24 years;208;3197550;65;1266,5100000;23227;Millenials
Italy;2002;female;75+ years;180;3107879;579;1266,5100000;23227;Silent
Italy;2002;female;55-74 years;323;6785890;476;1266,5100000;23227;Silent
Italy;2002;female;35-54 years;277;8243211;336;1266,5100000;23227;Boomers
Italy;2002;female;25-34 years;92;4321886;213;1266,5100000;23227;Generation X
Italy;2002;female;15-24 years;47;3067858;153;1266,5100000;23227;Millenials
Italy;2002;male;5-14 years;6;2823980;21;1266,5100000;23227;Millenials
Italy;2002;female;5-14 years;5;2673289;19;1266,5100000;23227;Millenials
Italy;2003;male;75+ years;612;1829091;3346;1569,6500000;28572;Silent
